acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT583281,CUST71354687,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,Q3,Male,40,No,0,No,0,Offer E,48.61,NA,0,No,No,No,0,0,437.49
ACCT698300,CUST31605709,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,No,Q3,Male,58,No,0,No,0,NA,21.14,Fiber Optic,5,Yes,Yes,Yes,0,0,359.38
ACCT703196,CUST78025691,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,Q3,Female,48,No,0,No,0,Offer E,45.59,Fiber Optic,8,No,No,Yes,0,0,364.72
ACCT433987,CUST40105400,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,Q3,Female,21,No,0,No,0,Offer A,14.86,Cable,59,Yes,Yes,No,0,90,1010.48
ACCT780841,CUST63374581,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,Q3,Female,52,Yes,0,Yes,8,NA,44.73,NA,0,No,No,No,0,0,178.92
ACCT224698,CUST17137621,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,Q3,Male,55,No,1,No,0,Offer C,34.43,DSL,22,Yes,No,Yes,0,0,964.04
ACCT126237,CUST31051808,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,Q3,Female,23,No,0,No,0,Offer C,48.17,DSL,58,No,No,Yes,0,0,1878.63
ACCT400016,CUST80813928,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,Q3,Male,54,No,0,No,0,NA,30.57,Fiber Optic,15,No,Yes,Yes,0,0,336.27
ACCT610809,CUST98799239,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,Q3,Female,46,Yes,0,Yes,2,Offer A,0,DSL,27,Yes,Yes,Yes,0,0,0
ACCT691821,CUST40872441,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,Q3,Male,77,Yes,0,Yes,1,Offer C,6.23,Fiber Optic,4,No,No,Yes,0,0,186.9
ACCT455782,CUST37242253,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,Q3,Female,35,No,0,No,0,NA,4.38,NA,0,No,No,No,0,0,74.46
ACCT952748,CUST31706456,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,Q3,Female,64,Yes,0,Yes,1,NA,34.61,Fiber Optic,16,No,No,Yes,0,0,1903.55
ACCT933048,CUST33522525,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,Q3,Female,47,No,0,No,0,NA,22.71,Fiber Optic,14,No,No,Yes,0,0,1317.18
ACCT660985,CUST77462311,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,Q3,Female,21,No,0,No,0,NA,3.61,DSL,69,Yes,No,Yes,0,0,18.05
ACCT751550,CUST67641161,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,Q3,Female,70,No,0,No,0,NA,22.92,NA,0,No,No,No,0,0,22.92
ACCT665851,CUST82896685,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,Q3,Male,66,No,0,No,0,Offer E,39.77,Fiber Optic,25,No,No,Yes,0,0,357.93
ACCT285533,CUST92699346,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,Q3,Male,36,No,0,No,0,Offer C,44.11,DSL,8,Yes,No,Yes,0,0,1146.86
ACCT508561,CUST19955986,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,Q3,Female,35,Yes,0,Yes,10,Offer A,29,Fiber Optic,22,Yes,Yes,Yes,0,0,2088
ACCT768692,CUST93881382,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106,4532.3,No,Q3,Female,47,No,2,No,0,NA,10.19,Fiber Optic,10,Yes,Yes,No,0,130,438.17
ACCT847723,CUST46162025,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,Q3,Male,52,No,0,No,0,NA,47.82,NA,0,No,No,No,0,0,2677.92
ACCT798894,CUST46532728,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,Q3,Female,28,No,0,No,0,NA,5.02,NA,0,No,No,No,0,0,5.02
ACCT533458,CUST85116395,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,Q3,Male,47,Yes,0,Yes,1,NA,3.07,Fiber Optic,23,No,Yes,Yes,0,0,221.04
ACCT448838,CUST31065039,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,Q3,Male,62,Yes,0,Yes,5,Offer A,43.84,Fiber Optic,15,Yes,Yes,Yes,0,0,3156.48
ACCT409778,CUST97094862,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,Q3,Male,51,No,0,No,0,NA,45.69,Cable,4,Yes,Yes,Yes,0,0,228.45
ACCT885532,CUST36783320,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,Q3,Female,60,No,0,No,0,NA,21.88,Fiber Optic,4,No,No,Yes,0,0,284.44
ACCT104815,CUST17754629,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,Q3,Female,70,No,0,No,0,Offer B,35.39,Fiber Optic,19,No,Yes,Yes,0,0,1557.16
ACCT500281,CUST83909648,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,Q3,Female,65,Yes,2,Yes,2,NA,9.4,Fiber Optic,17,Yes,Yes,No,0,20,658
ACCT717890,CUST24852051,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,Q3,Male,60,No,0,No,0,NA,18.14,NA,0,No,No,No,0,0,798.16
ACCT189191,CUST12221102,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,Q3,Female,78,Yes,0,No,0,Offer C,48.95,Fiber Optic,9,No,No,Yes,0,0,1566.4
ACCT467573,CUST36211387,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,Q3,Female,23,Yes,0,Yes,10,NA,45.12,NA,0,No,No,No,0,0,3113.28
ACCT505876,CUST58083477,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,Q3,Female,75,No,0,No,0,NA,36.83,DSL,16,Yes,No,Yes,0,0,589.28
ACCT517459,CUST54735591,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,Q3,Male,73,Yes,1,Yes,8,NA,35.14,NA,0,No,No,No,0,0,2389.52
ACCT713228,CUST31571119,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,Q3,Male,43,No,0,No,0,NA,27.43,Fiber Optic,27,No,No,Yes,0,0,438.88
ACCT115180,CUST78319962,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,78.9,No,Q3,Male,31,No,0,No,0,NA,20.16,NA,0,No,No,No,0,0,80.64
ACCT136664,CUST25450765,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,Q3,Female,40,Yes,3,Yes,4,Offer C,0,Cable,23,Yes,No,No,0,30,0
ACCT870396,CUST79262368,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,Q3,Female,53,No,0,No,0,NA,0,DSL,7,No,No,Yes,0,0,0
ACCT181724,CUST28763822,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122,No,Q3,Male,39,No,1,No,0,NA,8.01,NA,0,No,No,No,0,0,40.05
ACCT802342,CUST73007309,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,Q3,Female,68,Yes,0,Yes,10,NA,15.82,DSL,13,Yes,Yes,Yes,0,0,1139.04
ACCT896070,CUST61360217,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,Q3,Male,37,No,0,No,0,NA,39.55,Fiber Optic,21,Yes,No,Yes,0,0,39.55
ACCT848862,CUST83690472,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,Q3,Male,19,Yes,0,Yes,10,NA,0,DSL,41,Yes,Yes,No,0,120,0
ACCT539417,CUST69255427,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,Q3,Female,56,Yes,2,Yes,3,Offer C,20.57,NA,0,No,No,No,0,0,740.52
ACCT493145,CUST20098749,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,Q3,Female,75,No,0,No,0,Offer C,47.39,Fiber Optic,2,Yes,No,Yes,0,0,1800.82
ACCT474797,CUST32596370,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,1144.5,Yes,Q3,Female,51,No,0,No,0,NA,7.66,Fiber Optic,17,No,No,No,0,80,130.22
ACCT358593,CUST24717464,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,Q3,Female,28,Yes,2,Yes,3,NA,20.41,Fiber Optic,59,Yes,Yes,Yes,0,0,836.81
ACCT463999,CUST46646603,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,Q3,Female,37,No,0,No,0,NA,26.41,Cable,26,No,No,Yes,0,0,26.41
ACCT377332,CUST31841246,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,Q3,Male,64,No,0,No,0,NA,0,Cable,11,Yes,No,Yes,0,0,0
ACCT866659,CUST99161263,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,Q3,Male,20,No,0,No,0,NA,18.46,Fiber Optic,26,No,No,Yes,0,0,258.44
ACCT395181,CUST44079520,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,Q3,Male,76,No,0,No,0,Offer E,12.96,Fiber Optic,20,Yes,No,Yes,0,0,25.92
ACCT484348,CUST59169470,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,Q3,Male,40,No,0,No,0,NA,9.66,NA,0,No,No,No,0,0,9.66
ACCT710535,CUST93207325,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,Q3,Male,33,Yes,2,Yes,4,NA,13.77,DSL,23,Yes,No,Yes,0,0,179.01
ACCT247064,CUST43055714,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,Q3,Male,24,No,0,No,0,NA,27.54,NA,0,No,No,No,0,0,165.24
ACCT449158,CUST71743231,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,Q3,Female,36,No,0,No,0,NA,24.09,Fiber Optic,17,No,No,Yes,0,0,96.36
ACCT406745,CUST81280838,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,Q3,Female,45,Yes,0,Yes,1,NA,9.23,Fiber Optic,25,Yes,Yes,Yes,0,0,46.15
ACCT248694,CUST53164061,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,Q3,Female,55,Yes,0,Yes,8,NA,24.12,Fiber Optic,13,No,Yes,Yes,0,0,361.8
ACCT687452,CUST80881779,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,Q3,Female,19,No,0,No,0,NA,48.03,Fiber Optic,69,No,No,Yes,0,0,2257.41
ACCT564627,CUST34014633,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,Q3,Female,19,No,0,No,0,NA,45.04,DSL,73,Yes,Yes,No,0,10,360.32
ACCT847681,CUST28311705,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,Q3,Male,63,No,0,No,0,NA,0,Cable,11,No,No,Yes,0,0,0
ACCT124198,CUST16736108,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,Q3,Male,39,Yes,1,Yes,7,NA,32.73,Fiber Optic,17,No,No,Yes,0,0,490.95
ACCT759265,CUST94723684,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,Q3,Female,60,No,0,No,0,Offer C,40.14,Fiber Optic,4,Yes,Yes,Yes,0,0,1043.64
ACCT926582,CUST65624063,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,Q3,Female,40,No,0,No,0,NA,48.63,Cable,11,No,No,Yes,0,0,1118.49
ACCT457445,CUST51472716,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,Q3,Female,76,No,0,No,0,NA,35.67,Fiber Optic,8,No,No,Yes,0,0,142.68
ACCT765235,CUST72949079,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,Q3,Female,50,No,0,No,0,Offer C,30.28,NA,0,No,No,No,0,0,757
ACCT421331,CUST13844487,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431,Yes,Q3,Male,57,No,0,No,0,Offer E,2.88,DSL,26,No,No,No,0,10,25.92
ACCT611738,CUST80909297,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,Q3,Male,53,Yes,0,Yes,1,NA,19.05,DSL,26,No,No,Yes,0,0,342.9
ACCT382287,CUST21685151,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,Q3,Male,65,No,0,No,0,Offer E,37.78,Fiber Optic,28,No,Yes,Yes,0,0,113.34
ACCT121389,CUST35988078,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,Q3,Female,29,Yes,2,Yes,10,NA,0,DSL,69,Yes,No,Yes,0,0,0
ACCT842871,CUST13326130,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,Q3,Male,24,No,0,No,0,Offer D,26.02,NA,0,No,No,No,0,0,364.28
ACCT584188,CUST84877030,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,Q3,Male,54,No,0,No,0,Offer D,13.76,DSL,4,No,Yes,Yes,0,0,261.44
ACCT625221,CUST30784845,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,Q3,Male,76,No,0,No,0,NA,20.06,Fiber Optic,3,No,Yes,Yes,0,0,782.34
ACCT661291,CUST88866450,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,Q3,Male,20,No,0,No,0,Offer C,19.38,Fiber Optic,76,No,Yes,Yes,0,0,600.78
ACCT717727,CUST10452642,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,Q3,Male,61,Yes,2,Yes,5,Offer C,40.81,NA,0,No,No,No,0,0,979.44
ACCT851341,CUST13337105,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,Q3,Male,39,Yes,0,Yes,4,Offer D,21.34,DSL,24,Yes,No,Yes,0,0,298.76
ACCT935035,CUST55229666,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033,No,Q3,Female,29,No,0,No,0,NA,17.88,NA,0,No,No,No,29.5,0,894
ACCT591301,CUST26856862,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,Q3,Male,45,Yes,2,Yes,9,NA,5.51,Cable,19,Yes,No,Yes,16.86,0,286.52
ACCT896594,CUST35209403,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,Q3,Male,55,No,0,No,0,NA,5.27,Fiber Optic,4,No,Yes,Yes,0,0,131.75
ACCT515818,CUST81266469,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307,No,Q3,Female,33,Yes,0,Yes,3,Offer D,1.64,NA,0,No,No,No,10.57,0,27.88
ACCT811253,CUST94900123,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,Q3,Male,40,Yes,0,Yes,1,NA,38.37,Fiber Optic,14,No,No,Yes,0,0,1995.24
ACCT659561,CUST95457245,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,Q3,Female,62,No,0,No,0,NA,15.41,NA,0,No,No,No,13.07,0,416.07
ACCT379794,CUST49814605,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,63.6,No,Q3,Female,38,No,0,No,0,NA,40.2,NA,0,No,No,No,0,0,120.6
ACCT725800,CUST13158730,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,Q3,Female,33,Yes,0,Yes,6,NA,16.61,Cable,4,Yes,Yes,Yes,22.34,0,1063.04
ACCT672247,CUST80311105,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,Q3,Female,51,Yes,0,Yes,3,NA,48.02,Fiber Optic,18,Yes,Yes,No,43.95,50,2160.9
ACCT434420,CUST21637781,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,Q3,Male,67,Yes,0,Yes,1,Offer E,0,DSL,20,No,No,Yes,0,0,0
ACCT409765,CUST89614670,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,Q3,Female,56,Yes,0,Yes,9,NA,13.41,DSL,18,Yes,Yes,Yes,37.44,0,952.11
ACCT256272,CUST61671400,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,Q3,Female,69,No,0,No,0,Offer E,0,DSL,21,No,No,Yes,0,0,0
ACCT846000,CUST70683003,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,Q3,Female,35,Yes,1,Yes,6,NA,17.21,NA,0,No,No,No,25.57,0,998.18
ACCT146588,CUST57798276,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,Q3,Male,25,Yes,3,Yes,5,NA,18.36,Fiber Optic,85,No,No,Yes,14.93,0,624.24
ACCT583520,CUST90580533,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,Q3,Female,48,No,0,No,0,NA,37.79,Cable,25,No,No,No,13.01,10,302.32
ACCT890508,CUST72036683,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,Q3,Female,49,Yes,1,Yes,4,Offer D,17.43,NA,0,No,No,No,18.55,0,261.45
ACCT742426,CUST97791093,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632,No,Q3,Male,49,Yes,3,No,0,NA,0,DSL,28,Yes,Yes,Yes,46.75,0,0
ACCT448397,CUST42992739,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,Q3,Male,79,No,0,No,0,NA,0,DSL,4,No,No,Yes,38.98,0,0
ACCT125958,CUST20253956,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,Q3,Male,49,No,0,No,0,NA,29.31,NA,0,No,No,No,28.7,0,1699.98
ACCT150368,CUST31262210,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52,No,Q3,Female,32,Yes,2,Yes,9,NA,45.33,NA,0,No,No,No,0,0,135.99
ACCT374204,CUST47095312,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,Q3,Female,70,Yes,0,Yes,1,Offer B,0,DSL,21,No,No,Yes,0,0,0
ACCT227196,CUST41896082,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,Q3,Female,38,No,0,No,0,NA,32.57,Fiber Optic,13,No,No,Yes,2.28,0,293.13
ACCT516138,CUST40148867,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,Q3,Female,22,Yes,0,Yes,1,NA,35.04,DSL,76,No,Yes,Yes,49.57,0,770.88
ACCT337821,CUST43207512,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106,4178.65,No,Q3,Male,37,Yes,0,Yes,1,Offer B,29.46,Fiber Optic,28,No,Yes,Yes,47.02,0,1178.4
ACCT340776,CUST25534308,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,Q3,Male,47,Yes,0,Yes,1,NA,35.46,Fiber Optic,23,No,Yes,Yes,11.45,0,1914.84
ACCT375239,CUST24148851,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,Q3,Female,49,Yes,0,Yes,1,NA,38.28,DSL,24,Yes,Yes,Yes,29.11,0,2756.16
ACCT915425,CUST71443834,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,Q3,Male,58,No,3,No,0,Offer B,26.41,NA,0,No,No,No,32.55,0,1056.4
ACCT698903,CUST17752719,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,Q3,Female,28,Yes,1,Yes,10,NA,47.02,Fiber Optic,48,Yes,Yes,Yes,5.44,0,3385.44
ACCT686000,CUST76811744,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20,109.2,No,Q3,Female,60,No,0,No,0,NA,47.46,NA,0,No,No,No,0,0,284.76
ACCT809679,CUST96579466,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,Q3,Male,41,Yes,0,Yes,7,Offer B,38.82,Cable,8,No,Yes,Yes,0,0,1863.36
ACCT141179,CUST12889111,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,Q3,Female,49,No,0,No,0,Offer E,16.15,Fiber Optic,12,No,Yes,Yes,0,0,16.15
ACCT595299,CUST83294136,Yes,64,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,65.8,4068,No,Q3,Female,39,Yes,2,Yes,5,Offer B,26.7,Cable,17,Yes,No,No,27.79,20,1708.8
ACCT914748,CUST66288164,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,Q3,Female,63,No,0,No,0,Offer D,3.84,NA,0,No,No,No,43.68,0,65.28
ACCT713517,CUST61781485,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80,3168.75,No,Q3,Male,41,Yes,0,Yes,8,Offer B,39.22,Fiber Optic,27,No,No,Yes,41.74,0,1568.8
ACCT400889,CUST41320110,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,1412.4,No,Q3,Female,37,Yes,2,Yes,1,Offer B,0,Cable,16,No,No,Yes,0,0,0
